0,677966102;;0,6-0,63;4;;;;;;;;;;;
0,677966102;;0,63-0,66;31;;;;;;;;;;Wagi najlepszego neuronu;
0,723163842;;0,66-0,69;35;;;;;;;;;;w1;3,597274888
0,677966102;;0,69-0,72;20;;;;;;;;;;w2;3,331221015
0,677966102;;0,72-0,75;10;;;;;;;;;;w3;-2,345925117
0,677966102;;;;;;;;;;;;;w4;-1,749638387
0,655367232;Walidacja;Uczenie;;;;;;;;;;;w5;2,640242645
0,632768362;0,613333333;0,949152542;;;;;;;;;;;w6;-0,007842162
0,723163842;0,56;0,836158192;;;;;;;;;;;w7;3,732490558
0,632768362;0,4;0,813559322;;;;;;;;;;;w8;2,819784883
0,723163842;0,506666667;0,881355932;;;;;;;;;;;w9;-1,634788367
0,700564972;0,88;0,813559322;;;;;;;;;;;;
0,655367232;0,986666667;0,881355932;;;;;;;;;;;;
0,677966102;0,4;0,881355932;;;;;;;;;;;;
0,700564972;0,773333333;0,813559322;;;;;;;;;;;;
0,700564972;0,4;0,768361582;;;;;;;;;;;;
0,677966102;0,4;0,768361582;;;;;;;;;;;;
0,655367232;0,4;0,858757062;;;;;;;;;;;;
0,677966102;2,533333333;0,813559322;;;;;;;;;;;;
0,610169492;1,52;0,768361582;;;;;;;;;;;;
0,677966102;0,826666667;0,881355932;;;;;;;;;;;;
0,610169492;1,36;0,790960452;;;;;;;;;;;;
0,610169492;1,306666667;0,836158192;;;;;;;;;;;;
0,655367232;0,986666667;0,926553672;;;;;;;;;;;;
0,632768362;1,04;0,813559322;;;;;;;;;;;;
0,655367232;0,613333333;0,858757062;;;;;;;;;;;;
0,700564972;1,733333333;0,836158192;;;;;;;;;;;;
0,700564972;0,453333333;0,790960452;;;;;;;;;;;;
0,700564972;0,56;0,745762712;;;;;;;;;;;;
0,677966102;0,613333333;0,768361582;;;;;;;;;;;;
0,655367232;1,733333333;0,836158192;;;;;;;;;;;;
0,677966102;0,453333333;0,790960452;;;;;;;;;;;;
0,677966102;0,56;0,745762712;;;;;;;;;;;;
0,655367232;0,613333333;0,768361582;;;;;;;;;;;;
0,700564972;1,733333333;0,836158192;;;;;;;;;;;;
0,677966102;0,453333333;0,790960452;;;;;;;;;;;;
0,677966102;0,56;0,745762712;;;;;;;;;;;;
0,677966102;0,613333333;0,768361582;;;;;;;;;;;;
0,700564972;1,733333333;0,836158192;;;;;;;;;;;;
0,677966102;0,453333333;0,790960452;;;;;;;;;;;;
0,700564972;0,56;0,745762712;;;;;;;;;;;;
0,700564972;0,613333333;0,768361582;;;;;;;;;;;;
0,655367232;0,613333333;0,723163842;;;;;;;;;;;;
0,677966102;0,72;0,723163842;;;;;;;;;;;;
0,677966102;0,506666667;0,745762712;;;;;;;;;;;;
0,700564972;0,4;0,723163842;;;;;;;;;;;;
0,700564972;0,4;0,723163842;;;;;;;;;;;;
0,632768362;0,773333333;0,700564972;;;;;;;;;;;;
0,677966102;0,4;0,790960452;;;;;;;;;;;;
0,723163842;0,773333333;0,745762712;;;;;;;;;;;;
0,677966102;0,4;0,677966102;;;;;;;;;;;;
0,610169492;0,666666667;0,700564972;;;;;;;;;;;;
0,655367232;0,613333333;0,723163842;;;;;;;;;;;;
0,655367232;0,4;0,768361582;;;;;;;;;;;;
0,632768362;0,453333333;0,790960452;;;;;;;;;;;;
0,655367232;0,4;0,745762712;;;;;;;;;;;;
0,677966102;0,666666667;0,700564972;;;;;;;;;;;;
0,677966102;0,4;0,768361582;;;;;;;;;;;;
0,723163842;0,4;0,700564972;;;;;;;;;;;;
0,655367232;0,773333333;0,655367232;;;;;;;;;;;;
0,655367232;0,4;0,723163842;;;;;;;;;;;;
0,632768362;0,773333333;0,655367232;;;;;;;;;;;;
0,655367232;0,4;0,723163842;;;;;;;;;;;;
0,677966102;0,773333333;0,655367232;;;;;;;;;;;;
0,677966102;0,4;0,723163842;;;;;;;;;;;;
0,677966102;0,4;0,836158192;;;;;;;;;;;;
0,700564972;0,56;0,790960452;;;;;;;;;;;;
0,700564972;0,4;0,813559322;;;;;;;;;;;;
0,677966102;1,84;0,813559322;;;;;;;;;;;;
0,677966102;0,4;0,790960452;;;;;;;;;;;;
0,677966102;0,773333333;0,836158192;;;;;;;;;;;;
0,723163842;0,773333333;0,745762712;;;;;;;;;;;;
0,632768362;0,613333333;0,700564972;;;;;;;;;;;;
0,723163842;0,88;0,790960452;;;;;;;;;;;;
0,677966102;1,04;0,813559322;;;;;;;;;;;;
0,723163842;0,613333333;0,768361582;;;;;;;;;;;;
0,700564972;0,4;0,723163842;;;;;;;;;;;;
0,700564972;0,4;0,836158192;;;;;;;;;;;;
0,632768362;0,453333333;0,768361582;;;;;;;;;;;;
0,632768362;0,88;0,745762712;;;;;;;;;;;;
0,723163842;0,453333333;0,723163842;;;;;;;;;;;;
0,655367232;0,4;0,745762712;;;;;;;;;;;;
0,700564972;0,72;0,723163842;;;;;;;;;;;;
0,632768362;1,68;0,610169492;;;;;;;;;;;;
0,723163842;1,04;0,836158192;;;;;;;;;;;;
0,655367232;0,453333333;0,745762712;;;;;;;;;;;;
0,700564972;1,413333333;0,858757062;;;;;;;;;;;;
0,632768362;0,986666667;0,903954802;;;;;;;;;;;;
0,677966102;0,506666667;0,745762712;;;;;;;;;;;;
0,700564972;0,773333333;0,745762712;;;;;;;;;;;;
0,677966102;0,56;0,813559322;;;;;;;;;;;;
0,655367232;0,4;0,813559322;;;;;;;;;;;;
0,655367232;1,413333333;0,768361582;;;;;;;;;;;;
0,632768362;1,093333333;0,723163842;;;;;;;;;;;;
0,677966102;0,453333333;0,745762712;;;;;;;;;;;;
0,677966102;2,213333333;0,723163842;;;;;;;;;;;;
0,677966102;0,613333333;0,790960452;;;;;;;;;;;;
0,655367232;2,213333333;0,745762712;;;;;;;;;;;;
0,700564972;0,613333333;0,790960452;;;;;;;;;;;;
0,677966102;2,213333333;0,745762712;;;;;;;;;;;;
;0,613333333;0,790960452;;;;;;;;;;;;
;2,213333333;0,745762712;;;;;;;;;;;;
;0,613333333;0,790960452;;;;;;;;;;;;
;2,213333333;0,745762712;;;;;;;;;;;;
;0,613333333;0,790960452;;;;;;;;;;;;
;2,213333333;0,745762712;;;;;;;;;;;;
;0,613333333;0,790960452;;;;;;;;;;;;
