0,813104577277318
0,799454842230184
0,803190467959561
0,701441162532739
0,684476414294385
0,667689982172244
0,735951143180943
0,724965127963907
0,711205728874505
0,699159443454516
0,769266081952143
0,776946405710947
0,783239231762554
0,504238021984026
0,503940762937313
0,503705125456929
0,503514396526825
1,07138431622762
1,06755624037233
1,06502689608944
0,502222336292092
0,501986338658895
0,501793914605169
0,805792930678852
0,80327163860834
0,800353544780325
0,798145856104719
0,497898974122782
0,497640659391379
0,497433689330025
0,770920179535478
0,762359281716639
0,755933495439025
0,750422781978966
0,880281163788561
0,866157122542017
0,852671994171709
0,747364053355848
0,751448309335086
0,754111734631551
0,754968722661838
0,848067483162852
0,822742834125451
0,805748747971396
1,02663740220528
1,01325206349893
1,00331504242294
0,995352951047924
0,655829014624249
0,65797579270318
0,660643773388581
0,516937354601026
0,516841797338283
0,516759898863304
0,516679596593865
0,851803464206984
0,849463279529145
0,845029058407929
0,652137082195367
0,651927650075588
0,6523314330116
0,54598363011296
0,546275788420015
0,546295991710362
0,546044122158078
0,599041389676875
0,595120899344773
0,592829974183128
0,508120963810466
0,508151957275415
0,508149690334446
0,508138080234946
0,531017954069685
0,531283198977231
0,531600958038776
0,511894867762758
0,511426352659666
0,511565696257086
0,511701386553192
0,503689748133473
0,503822955368034
0,50388448477235
0,551481028076303
0,552310083385915
0,552999272031084
0,553689083105859
0,822572946596908
0,817013233717493
0,81562009824555
0,503393015258759
0,503246113801249
0,503352970987122
0,548607239895675
0,548527562973053
0,548701306689045
0,548863909473022
0,812998779873425
0,808252822117887
0,805527150392814
0,811911632362638
