0,249619748953821
0,241075287003432
0,248672332164667
0,253906301494123
0,237583334608385
0,244274842706587
0,242132561674206
0,245631255513112
0,244961375181026
0,255373865323253
0,232527552516407
0,229657805986285
0,235240429606029
0,243359337478272
0,236705824262426
0,248168942431721
0,235789472432915
0,232126997695982
0,233014867659069
0,239818546520926
0,22378416421703
0,237525248620445
0,236154373381834
0,243433650317904
0,239991900393202
0,222554498968362
0,23489871589293
0,249685223814392
0,23262977392857
0,248753629232413
0,24647882110761
0,249237978799574
0,241485635678371
0,246577880749026
0,250834012612992
0,250550002599595
0,247542826244392
0,245515074200675
0,250550198800923
0,25222264647753
0,230927046963975
0,253818424454144
0,250599213055433
0,217012526123831
0,254372967200493
0,245679841079662
0,237432791970677
0,244703916004244
0,240548068510718
0,249221936823445
0,529078038108105
0,517756850451872
0,476782687726751
0,460329649427296
0,536418317440862
0,5162805405867
0,54068120929563
0,515107894989584
0,500122465354121
0,530248247388832
0,542115832318629
0,54452808136558
0,318505532586423
0,527196529379734
0,538913177686064
0,529045748529801
0,519242105243817
0,525969352428989
0,534878642558008
0,537679225192789
0,447869831534844
0,511621793719416
0,53274761418476
0,538857044680737
0,524528633453645
0,497351292331035
0,526242995540659
0,465685866972323
0,536822552975359
0,543629492705255
0,521237263085158
0,470890210617879
0,463955764536664
0,528591813640991
0,535612475400721
0,517656167955673
0,530776134871656
0,441223317709881
0,315980222216602
0,522578600819598
0,530215570308551
0,530161188448251
0,464683539120244
0,380704612685569
0,483787326974555
0,480134733332169
0,482019658530515
0,497046887894052
0,541647627176815
0,530217079938124

